 id  | can_transact | can_select | chance_of_playing_next_round | chance_of_playing_this_round |  code  | cost_change_event | cost_change_event_fall | cost_change_start | cost_change_start_fall | dreamteam_count | element_type | ep_next | ep_this | event_points |     first_name      | form | in_dreamteam |                                news                                 |          news_added           | now_cost |   photo    | points_per_game | removed |                 second_name                  | selected_by_percent | special | squad_number | status | team | team_code | total_points | transfers_in | transfers_in_event | transfers_out | transfers_out_event | value_form | value_season |     web_name     | region | team_join_date | birth_date | has_temporary_code | opta_code | minutes | goals_scored | assists | clean_sheets | goals_conceded | own_goals | penalties_saved | penalties_missed | yellow_cards | red_cards | saves | bonus | bps | influence | creativity | threat | ict_index | clearances_blocks_interceptions | recoveries | tackles | defensive_contribution | starts | expected_goals | expected_assists | expected_goal_involvements | expected_goals_conceded | influence_rank | influence_rank_type | creativity_rank | creativity_rank_type | threat_rank | threat_rank_type | ict_index_rank | ict_index_rank_type | corners_and_indirect_freekicks_order | corners_and_indirect_freekicks_text | direct_freekicks_order | direct_freekicks_text | penalties_order | penalties_text | expected_goals_per_90 | saves_per_90 | expected_assists_per_90 | expected_goal_involvements_per_90 | expected_goals_conceded_per_90 | goals_conceded_per_90 | now_cost_rank | now_cost_rank_type | form_rank | form_rank_type | points_per_game_rank | points_per_game_rank_type | selected_rank | selected_rank_type | starts_per_90 | clean_sheets_per_90 | defensive_contribution_per_90 
 578 | t            | f          |                            0 |                            0 | 610799 |                 0 |                      0 |                -1 |                      1 |               0 |            2 |       0 |       0 |            0 | Luka                |    0 | f            | has joined Hamburger SV on loan for the rest of the season.         | 2025-09-02 09:17:42.706711-04 |       39 | 610799.jpg |               0 | f       | Vušković                                     |                 0.4 | f       |              | u      |   18 |         6 |            0 |         7334 |                  0 |         85435 |                 622 |          0 |            0 | Vuskovic         |     97 | 2025-06-01     | 2007-02-24 | f                  | p610799   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            502 |                 191 |             486 |                  190 |         455 |              179 |            502 |                 191 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           741 |                232 |       432 |            166 |                  507 |                       190 |           281 |                105 |             0 |                   0 |                             0
 579 | t            | f          |                            0 |                            0 |  85971 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Son                 |    0 | f            | Has joined Los Angeles FC permanently.                              | 2025-08-10 21:22:33.649224-04 |       85 | 85971.jpg  |               0 | f       | Heung-min                                    |                 0.1 | f       |              | u      |   18 |         6 |            0 |            0 |                  0 |         25045 |                  42 |          0 |            0 | Son              |    114 | 2015-08-28     | 1992-07-08 | f                  | p85971    |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            758 |                 338 |             758 |                  338 |         758 |              338 |            758 |                 338 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |             8 |                  5 |       758 |            338 |                  758 |                       338 |           430 |                144 |             0 |                   0 |                             0
 580 | t            | t          |                              |                              | 242898 |                 0 |                      0 |                -4 |                      4 |               0 |            3 |       1 |       1 |            2 | Brennan             |    1 | f            |                                                                     |                               |       66 | 242898.jpg |             2.4 | f       | Johnson                                      |                 2.7 | f       |              | a      |   18 |         6 |           31 |      1085950 |                438 |       1228940 |                6970 |        0.2 |          4.7 | Johnson          |    244 | 2023-09-01     | 2001-05-23 | f                  | p242898   |     555 |            2 |       0 |            3 |              4 |         0 |               0 |                0 |            2 |         0 |     0 |     2 | 109 |       133 |       84.7 |     68 |      28.6 |                              16 |         12 |      12 |                     40 |      6 |           0.96 |             0.28 |                       1.24 |                    9.46 |            208 |                  86 |             169 |                  116 |         187 |              112 |            216 |                 111 |                                      |                                     |                        |                       |                 |                |                  0.16 |            0 |                    0.05 |                              0.21 |                           1.53 |                  0.65 |            50 |                 32 |       289 |            133 |                  244 |                       105 |           114 |                 38 |          0.97 |                0.49 |                          6.49
 581 | t            | t          |                            0 |                            0 | 172780 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |       0 |       0 |            0 | James               |    0 | f            | Anterior cruciate ligament - Unknown return date                    | 2025-08-08 09:57:59.638052-04 |       68 | 172780.jpg |               0 | f       | Maddison                                     |                 0.1 | f       |              | i      |   18 |         6 |            0 |         1136 |                 41 |         22677 |                  73 |          0 |            0 | Maddison         |    241 | 2023-06-28     | 1996-11-23 | f                  | p172780   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            754 |                 335 |             754 |                  335 |         754 |              335 |            754 |                 335 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |            42 |                 26 |       751 |            335 |                  754 |                       335 |           432 |                146 |             0 |                   0 |                             0
 582 | t            | t          |                          100 |                          100 | 460842 |                 0 |                      0 |                 0 |                      0 |               2 |            3 |     4.2 |     4.2 |            7 | Mohammed            |  4.2 | f            |                                                                     | 2025-11-05 10:30:08.650723-05 |       65 | 460842.jpg |             4.8 | f       | Kudus                                        |                16.5 | f       |              | a      |   18 |         6 |           62 |      3002521 |              50728 |       4069656 |               31831 |        0.6 |          9.5 | Kudus            |     81 | 2025-07-10     | 2000-08-02 | f                  | p460842   |    1128 |            2 |       6 |            4 |             16 |         0 |               0 |                0 |            3 |         0 |     0 |     7 | 202 |     285.8 |      335.9 |    227 |      84.8 |                               4 |         66 |      23 |                     93 |     13 |           1.56 |             1.84 |                        3.4 |                   18.09 |             54 |                  17 |              13 |                   13 |          37 |               21 |             20 |                  16 |                                    2 |                                     |                      1 |                       |                 |                |                  0.12 |            0 |                    0.15 |                              0.27 |                           1.44 |                  1.28 |            58 |                 39 |        71 |             31 |                   31 |                        12 |            24 |                  9 |          1.04 |                0.32 |                          7.42
 583 | t            | t          |                            0 |                            0 | 445044 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Dejan               |    0 | f            | Knee injury - Unknown return date                                   | 2025-07-21 06:00:05.109205-04 |       64 | 445044.jpg |               0 | f       | Kulusevski                                   |                   0 | f       |              | i      |   18 |         6 |            0 |          633 |                 23 |          1694 |                  21 |          0 |            0 | Kulusevski       |    206 | 2023-07-01     | 2000-04-25 | f                  | p445044   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            751 |                 334 |             751 |                  334 |         751 |              334 |            751 |                 334 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |            65 |                 43 |       748 |            334 |                  751 |                       334 |           687 |                292 |             0 |                   0 |                             0
 584 | t            | t          |                              |                              | 511499 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     2.8 |     2.8 |            4 | Mathys              |  2.8 | f            |                                                                     |                               |       63 | 511499.jpg |             2.8 | f       | Tel                                          |                 0.1 | f       |              | a      |   18 |         6 |           28 |        16264 |                241 |         23390 |                 488 |        0.4 |          4.4 | Tel              |     73 | 2025-07-01     | 2005-04-27 | f                  | p511499   |     264 |            2 |       1 |            1 |              4 |         0 |               0 |                0 |            0 |         0 |     0 |     2 |  81 |      75.4 |       11.1 |     61 |      14.8 |                               2 |         11 |       5 |                     18 |      3 |           0.47 |              0.3 |                       0.77 |                    3.05 |            288 |                 130 |             356 |                  188 |         207 |              121 |            304 |                 148 |                                    4 |                                     |                        |                       |               4 |                |                  0.16 |            0 |                     0.1 |                              0.26 |                           1.04 |                  1.36 |            76 |                 51 |       145 |             71 |                  200 |                        89 |           442 |                151 |          1.02 |                0.34 |                          6.14
 585 | t            | t          |                              |                              | 202993 |                 0 |                      0 |                -2 |                      2 |               1 |            3 |     1.5 |     1.5 |            3 | Rodrigo             |  1.5 | f            |                                                                     |                               |       53 | 202993.jpg |             3.1 | f       | Bentancur                                    |                 0.3 | f       |              | a      |   18 |         6 |           40 |        48773 |                341 |         43262 |                2272 |        0.3 |          7.5 | Bentancur        |    230 | 2022-01-31     | 1997-06-25 | f                  | p202993   |     840 |            1 |       1 |            2 |             14 |         0 |               0 |                0 |            3 |         0 |     0 |     3 | 160 |     157.6 |      110.9 |     61 |      33.1 |                              36 |         57 |      20 |                    113 |     10 |           0.34 |             0.56 |                        0.9 |                   14.13 |            176 |                  70 |             129 |                   91 |         204 |              119 |            180 |                  91 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.06 |                               0.1 |                           1.51 |                   1.5 |           193 |                120 |       243 |            116 |                  159 |                        72 |           323 |                114 |          1.07 |                0.21 |                         12.11
 586 | t            | t          |                          100 |                          100 | 570526 |                 0 |                      0 |                -1 |                      1 |               1 |            3 |     1.8 |     1.8 |            2 | Lucas               |  1.8 | f            |                                                                     | 2025-11-01 18:00:08.633383-04 |       54 | 570526.jpg |             2.8 | f       | Bergvall                                     |                 0.2 | f       |              | a      |   18 |         6 |           31 |        98637 |                837 |         98031 |                 981 |        0.3 |          5.7 | Bergvall         |    206 | 2024-07-01     | 2006-02-02 | f                  | p570526   |     561 |            1 |       2 |            2 |              6 |         0 |               0 |                0 |            1 |         0 |     0 |     0 | 114 |     119.6 |       59.9 |    115 |      29.6 |                              12 |         24 |      16 |                     52 |      7 |           0.92 |             0.28 |                        1.2 |                    6.51 |            220 |                  92 |             220 |                  139 |         109 |               63 |            210 |                 107 |                                      |                                     |                        |                       |                 |                |                  0.15 |            0 |                    0.04 |                              0.19 |                           1.04 |                  0.96 |           182 |                114 |       222 |            108 |                  196 |                        87 |           339 |                117 |          1.12 |                0.32 |                          8.34
 587 | t            | t          |                            0 |                            0 | 227127 |                 0 |                      0 |                -3 |                      3 |               0 |            3 |       0 |       0 |            0 | Yves                |    0 | f            | Ankle injury - Unknown return date                                  | 2025-08-22 09:47:04.343594-04 |       52 | 227127.jpg |               0 | f       | Bissouma                                     |                   0 | f       |              | i      |   18 |         6 |            0 |         1140 |                 12 |         13425 |                  34 |          0 |            0 | Bissouma         |    132 | 2022-06-17     | 1996-08-30 | f                  | p227127   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            729 |                 319 |             728 |                  319 |         722 |              317 |            729 |                 319 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           215 |                134 |       708 |            305 |                  729 |                       319 |           599 |                232 |             0 |                   0 |                             0
 588 | t            | t          |                          100 |                          100 | 550839 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     2.8 |     2.8 |            1 | Wilson              |  2.8 | f            |                                                                     | 2025-10-23 10:00:09.078476-04 |       53 | 550839.jpg |             1.8 | f       | Odobert                                      |                   0 | f       |              | a      |   18 |         6 |           23 |         3718 |                 81 |          5367 |                 251 |        0.5 |          4.3 | Odobert          |     73 | 2024-08-16     | 2004-11-28 | f                  | p550839   |     474 |            0 |       1 |            0 |              9 |         0 |               0 |                0 |            0 |         0 |     0 |     3 |  79 |        68 |      110.7 |     97 |      27.5 |                               8 |         19 |       4 |                     31 |      4 |           0.79 |             0.63 |                       1.42 |                    6.09 |            296 |                 134 |             130 |                   92 |         133 |               80 |            222 |                 113 |                                      |                                     |                        |                       |                 |                |                  0.15 |            0 |                    0.12 |                              0.27 |                           1.16 |                  1.71 |           206 |                130 |       138 |             66 |                  310 |                       142 |           603 |                235 |          0.76 |                   0 |                          5.89
 589 | t            | f          |                            0 |                            0 | 235674 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Manor               |    0 | f            | has joined Villarreal CF on loan for the rest of the season.        | 2025-09-02 09:17:42.731308-04 |       54 | 235674.jpg |               0 | f       | Solomon                                      |                   0 | f       |              | u      |   18 |         6 |            0 |          115 |                  0 |          1445 |                   4 |          0 |            0 | Solomon          |    105 | 2023-07-11     | 1999-07-24 | f                  | p235674   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            735 |                 322 |             734 |                  322 |         730 |              321 |            735 |                 322 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           163 |                102 |       720 |            314 |                  735 |                       322 |           717 |                311 |             0 |                   0 |                             0
 590 | t            | f          |                            0 |                            0 | 436234 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Bryan               |    0 | f            | has joined Girona permanently.                                      | 2025-09-22 05:26:56.310666-04 |       49 | 436234.jpg |               0 | f       | Gil Salvatierra                              |                   0 | f       |              | u      |   18 |         6 |            0 |          675 |                  0 |          4287 |                  23 |          0 |            0 | Bryan            |    200 | 2021-07-26     | 2001-02-11 | f                  | p436234   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            707 |                 303 |             703 |                  303 |         695 |              301 |            707 |                 303 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           317 |                197 |       679 |            284 |                  706 |                       302 |           634 |                257 |             0 |                   0 |                             0
 591 | t            | t          |                          100 |                          100 | 547701 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     0.5 |     0.5 |            1 | Archie              |  0.5 | f            |                                                                     | 2025-10-31 05:00:09.658347-04 |       48 | 547701.jpg |             1.5 | f       | Gray                                         |                 0.1 | f       |              | a      |   18 |         6 |            6 |         5580 |                148 |         14989 |                 130 |        0.1 |          1.2 | Gray             |    241 | 2024-07-02     | 2006-03-12 | f                  | p547701   |     133 |            0 |       0 |            1 |              2 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  27 |         9 |         16 |      5 |         3 |                               5 |         10 |       1 |                     16 |      2 |           0.02 |             0.06 |                       0.08 |                    1.21 |            407 |                 188 |             341 |                  182 |         367 |              187 |            405 |                 190 |                                      |                                     |                        |                       |                 |                |                  0.01 |            0 |                    0.04 |                              0.05 |                           0.82 |                  1.35 |           366 |                230 |       328 |            157 |                  341 |                       155 |           476 |                160 |          1.35 |                0.68 |                         10.83
 592 | t            | f          |                            0 |                            0 | 499721 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Mikey               |    0 | f            | Has joined Rangers on loan for the rest of the season.              | 2025-08-10 21:19:38.328172-04 |       50 | 499721.jpg |               0 | f       | Moore                                        |                   0 | f       |              | u      |   18 |         6 |            0 |            0 |                  0 |           663 |                   1 |          0 |            0 | Moore            |    241 | 2024-05-01     | 2007-08-11 | f                  | p499721   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            724 |                 316 |             721 |                  316 |         714 |              314 |            724 |                 316 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           273 |                167 |       702 |            301 |                  724 |                       316 |           736 |                322 |             0 |                   0 |                             0
 593 | t            | t          |                          100 |                          100 | 482442 |                -1 |                      1 |                -3 |                      3 |               0 |            3 |     1.5 |     1.5 |            2 | Pape Matar          |  1.5 | f            |                                                                     | 2025-11-20 07:00:10.388229-05 |       47 | 482442.jpg |             3.2 | f       | Sarr                                         |                 1.3 | f       |              | a      |   18 |         6 |           41 |       314086 |               3771 |        471948 |                9339 |        0.3 |          8.7 | P.M.Sarr         |    189 | 2021-08-27     | 2002-09-14 | f                  | p482442   |     693 |            2 |       2 |            3 |              7 |         0 |               0 |                0 |            0 |         0 |     0 |     0 | 159 |     151.4 |       84.2 |     77 |      31.3 |                              29 |         40 |      12 |                     81 |      7 |           0.74 |             0.45 |                       1.19 |                   12.49 |            185 |                  73 |             172 |                  118 |         168 |              101 |            193 |                  98 |                                      |                                     |                        |                       |                 |                |                   0.1 |            0 |                    0.06 |                              0.16 |                           1.62 |                  0.91 |           380 |                238 |       237 |            113 |                  146 |                        66 |           158 |                 54 |          0.91 |                0.39 |                         10.52
 594 | t            | f          |                            0 |                            0 | 623095 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Yang                |    0 | f            | Has joined Portsmouth on loan for the rest of the season.           | 2025-08-10 21:24:33.782871-04 |       45 | 623095.jpg |               0 | f       | Min-hyeok                                    |                   0 | f       |              | u      |   18 |         6 |            0 |            0 |                  0 |          2692 |                  12 |          0 |            0 | Min-hyeok        |    114 | 2025-01-01     | 2006-04-16 | f                  | p623095   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            686 |                 289 |             678 |                  288 |         665 |              286 |            687 |                 290 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           481 |                294 |       638 |            259 |                  687 |                       289 |           690 |                294 |             0 |                   0 |                             0
 595 | t            | t          |                              |                              | 499726 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |       0 |       0 |            0 | Callum              |    0 | f            |                                                                     |                               |       43 | 499726.jpg |               0 | f       | Olusesi                                      |                 0.2 | f       |              | a      |   18 |         6 |            0 |        15354 |                713 |         21679 |                 470 |          0 |            0 | Olusesi          |    241 | 2024-11-06     | 2007-03-11 | f                  | p499726   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            574 |                 210 |             564 |                  210 |         540 |              206 |            575 |                 211 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           583 |                330 |       514 |            178 |                  579 |                       215 |           373 |                127 |             0 |                   0 |                             0
 596 | t            | t          |                            0 |                            0 | 154566 |                 0 |                      0 |                -3 |                      3 |               0 |            4 |       0 |       0 |            0 | Dominic             |    0 | f            | Ankle injury - Unknown return date                                  | 2025-09-12 12:30:09.183639-04 |       72 | 154566.jpg |               1 | f       | Solanke-Mitchell                             |                 0.9 | f       |              | i      |   18 |         6 |            2 |        29101 |                 56 |        443619 |                 642 |          0 |          0.3 | Solanke          |    241 | 2024-08-10     | 1997-09-14 | f                  | p154566   |      31 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  10 |         6 |        0.3 |     25 |       3.1 |                               2 |          0 |       1 |                      3 |      0 |            0.2 |                0 |                        0.2 |                    0.22 |            419 |                  46 |             421 |                   52 |         298 |               45 |            403 |                  46 |                                      |                                     |                        |                       |               2 |                |                  0.58 |            0 |                       0 |                              0.58 |                           0.64 |                     0 |            29 |                 13 |       754 |             81 |                  441 |                        53 |           190 |                 27 |             0 |                   0 |                          8.71
 597 | t            | t          |                              |                              | 212319 |                 0 |                      0 |                -1 |                      1 |               1 |            4 |     3.2 |     3.2 |            0 | Richarlison         |  3.2 | f            |                                                                     |                               |       64 | 212319.jpg |             3.6 | f       | de Andrade                                   |                 7.3 | f       |              | a      |   18 |         6 |           51 |      2571529 |              14340 |       2416606 |               46089 |        0.5 |            8 | Richarlison      |     30 | 2022-07-01     | 1997-05-10 | f                  | p212319   |     793 |            5 |       2 |            2 |             14 |         0 |               0 |                0 |            3 |         0 |     0 |     7 | 213 |     237.2 |       79.6 |    278 |      59.5 |                              25 |         23 |       8 |                     56 |      8 |           2.29 |             0.64 |                       2.93 |                   12.35 |            100 |                   7 |             178 |                   16 |          20 |                9 |             52 |                   9 |                                      |                                     |                        |                       |               3 |                |                  0.26 |            0 |                    0.07 |                              0.33 |                            1.4 |                  1.59 |            64 |                 22 |       117 |             12 |                  104 |                         8 |            58 |                  9 |          0.91 |                0.23 |                          6.36
 598 | t            | f          |                            0 |                            0 | 552427 |                 0 |                      0 |                 0 |                      0 |               0 |            4 |       0 |       0 |            0 | Will                |    0 | f            | Has joined Oxford United on loan for the rest of the season.        | 2025-08-10 21:18:54.659436-04 |       45 | 552427.jpg |               0 | f       | Lankshear                                    |                   0 | f       |              | u      |   18 |         6 |            0 |            0 |                  0 |          4899 |                  19 |          0 |            0 | Lankshear        |    241 | 2022-12-08     | 2005-04-20 | f                  | p552427   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            658 |                  68 |             650 |                   67 |         637 |               67 |            659 |                  68 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           450 |                 61 |       610 |             62 |                  663 |                        68 |           642 |                 80 |             0 |                   0 |                             0
 599 | t            | t          |                              |                              | 490145 |                 0 |                      0 |                -2 |                      2 |               0 |            4 |       0 |       0 |            0 | Dane                |    0 | f            |                                                                     |                               |       43 | 490145.jpg |               0 | f       | Scarlett                                     |                 0.6 | f       |              | a      |   18 |         6 |            0 |        48763 |                749 |         85533 |                1595 |          0 |            0 | Scarlett         |    241 | 2020-08-21     | 2004-03-24 | f                  | p490145   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            570 |                  55 |             560 |                   54 |         536 |               54 |            571 |                  55 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           578 |                 77 |       511 |             48 |                  576 |                        55 |           221 |                 35 |             0 |                   0 |                             0
 673 | t            | t          |                              |                              | 154296 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       3 |       3 |            0 | João Maria          |    3 | f            |                                                                     |                               |       55 | 154296.jpg |             4.6 | f       | Lobo Alves Palhares Costa Palhinha Gonçalves |                 1.7 | f       |              | a      |   18 |         6 |           60 |       330325 |               7312 |        202828 |               23209 |        0.5 |         10.9 | J.Palhinha       |    173 | 2025-08-03     | 1995-07-09 | f                  | p154296   |    1010 |            2 |       2 |            3 |             15 |         0 |               0 |                0 |            3 |         0 |     0 |     9 | 244 |     287.8 |         64 |     93 |      44.6 |                              36 |         38 |      58 |                    132 |     12 |           0.66 |             0.38 |                       1.04 |                   15.88 |             53 |                  16 |             209 |                  134 |         137 |               83 |            106 |                  62 |                                      |                                     |                        |                       |                 |                |                  0.06 |            0 |                    0.03 |                              0.09 |                           1.42 |                  1.34 |           135 |                 85 |       124 |             58 |                   40 |                        16 |           141 |                 49 |          1.07 |                0.27 |                         11.76
 717 | t            | t          |                              |                              | 493362 |                -1 |                      1 |                -5 |                      5 |               0 |            3 |     1.2 |     1.2 |            1 | Xavi                |  1.2 | f            |                                                                     |                               |       65 | 493362.jpg |             2.1 | f       | Simons                                       |                 1.1 | f       |              | a      |   18 |         6 |           23 |       667729 |                543 |        594387 |                7417 |        0.2 |          3.5 | Xavi             |    152 | 2025-08-29     | 2003-04-21 | f                  | p493362   |     618 |            0 |       1 |            2 |              9 |         0 |               0 |                0 |            2 |         0 |     0 |     0 |  88 |      78.8 |      116.1 |     67 |      26.2 |                               9 |         34 |      13 |                     56 |      6 |           0.53 |              0.7 |                       1.23 |                    9.66 |            275 |                 122 |             127 |                   89 |         191 |              113 |            233 |                 119 |                                    5 |                                     |                        |                       |                 |                |                  0.08 |            0 |                     0.1 |                              0.18 |                           1.41 |                  1.31 |            59 |                 40 |       258 |            120 |                  274 |                       124 |           174 |                 60 |          0.87 |                0.29 |                          8.16
